country,lifeExp,gdp,bmi,alc,edu,adultMort,incomeComp,totExp
DemocraticPeople'sRepublicofKorea,65.4,,25.2,3.52,,192.0,,
DemocraticRepublicoftheCongo,59.8,,21.6,,,258.0,,
DemocraticRepublicoftheCongo,59.3,,21.1,0.01,,266.0,,4.33
DemocraticRepublicoftheCongo,58.8,,2.6,0.01,,272.0,,3.89
DemocraticRepublicoftheCongo,58.3,,2.1,0.01,,277.0,,3.77
DemocraticRepublicoftheCongo,57.9,,19.6,1.82,,278.0,,3.53
DemocraticRepublicoftheCongo,57.4,,19.1,1.81,,283.0,,4.4
DemocraticRepublicoftheCongo,56.7,,18.6,2.13,,292.0,,5.61
DemocraticRepublicoftheCongo,56.3,,18.2,2.09,,295.0,,4.46
DemocraticRepublicoftheCongo,55.7,,17.8,1.52,,299.0,,3.61
DemocraticRepublicoftheCongo,55.0,,17.3,1.53,,36.0,,3.39
DemocraticRepublicoftheCongo,54.3,,16.9,1.43,,314.0,,3.14
DemocraticRepublicoftheCongo,53.5,,16.5,1.44,,323.0,,3.34
DemocraticRepublicoftheCongo,52.8,,16.1,1.83,,332.0,,3.2
DemocraticRepublicoftheCongo,52.1,,15.7,1.85,,341.0,,2.59
DemocraticRepublicoftheCongo,51.8,,15.3,1.9,,34.0,,2.67
DemocraticRepublicoftheCongo,51.3,,14.9,1.98,,346.0,,1.45
Denmark,86.0,5314.64416,58.8,,19.2,71.0,0.923,
Denmark,84.0,62425.5392,58.4,9.64,19.2,73.0,0.926,1.8
Denmark,81.0,61191.19263,58.1,9.5,18.7,75.0,0.924,11.25
Denmark,80.0,5857.521,57.7,9.26,18.4,76.0,0.922,1.98
Denmark,79.7,61753.667,57.4,10.47,16.9,79.0,0.91,1.87
Denmark,79.2,5841.41122,57.0,10.28,16.8,84.0,0.906,11.8
Denmark,78.9,58163.29359,56.6,10.08,16.8,86.0,0.906,11.47
Denmark,78.8,64322.6664,56.3,10.7,16.8,88.0,0.906,1.18
Denmark,78.4,58487.451,55.9,10.99,16.7,93.0,0.904,9.99
Denmark,78.1,5226.99311,55.4,11.02,16.9,93.0,0.902,9.92
Denmark,78.1,48799.8237,55.0,11.28,16.6,92.0,0.897,9.77
Denmark,77.7,46511.6457,54.4,11.27,16.5,98.0,0.893,9.67
Denmark,77.3,4458.7764,53.9,11.54,16.3,11.0,0.882,9.51
Denmark,77.0,33228.69291,53.3,11.34,16.6,14.0,0.875,9.33
Denmark,77.0,3751.64946,52.8,11.56,16.2,12.0,0.862,9.1
Denmark,76.9,3743.55917,52.2,11.69,16.5,12.0,0.86,8.7
Djibouti,63.5,1862.167274,35.0,,6.3,241.0,0.47,
Djibouti,63.0,174.91511,34.4,0.38,6.3,252.0,0.467,1.57
Djibouti,62.7,1622.637974,33.8,0.53,6.3,256.0,0.464,9.14
Djibouti,62.2,1536.15685,33.2,0.52,6.3,263.0,0.46,8.95
Djibouti,61.8,143.986898,32.7,0.39,5.9,268.0,0.451,8.71
Djibouti,61.3,1325.99724,32.2,0.44,5.5,273.0,0.441,8.84
Djibouti,69.0,1253.657431,31.7,0.49,5.3,279.0,0.436,8.37
Djibouti,62.0,1214.77118,31.3,0.49,5.0,289.0,0.427,8.5
Djibouti,59.8,147.586896,3.9,0.45,4.5,296.0,0.416,7.72
Djibouti,59.1,965.6693779,3.6,1.02,4.3,39.0,0.405,7.5
Djibouti,58.6,94.7297489,3.2,1.23,4.0,318.0,0.396,7.21
Djibouti,58.1,864.184726,29.8,1.18,3.7,326.0,0.388,6.76
Djibouti,58.0,819.974118,29.4,1.02,3.5,325.0,0.378,6.22
Djibouti,57.9,792.15412,29.0,1.03,3.3,322.0,0.372,5.45
Djibouti,57.7,781.2322196,28.6,0.95,2.9,323.0,0.363,5.37
Djibouti,57.4,768.176767,28.2,1.34,2.9,325.0,0.361,5.75
Dominica,,722.75665,58.4,0.01,12.7,,0.721,5.58
DominicanRepublic,73.9,6468.471648,58.9,,13.2,152.0,0.718,
DominicanRepublic,73.6,6268.692122,57.9,5.92,13.2,154.0,0.712,4.38
DominicanRepublic,73.4,627.55544,56.8,5.93,13.2,157.0,0.709,4.12
DominicanRepublic,72.1,5968.876767,55.8,5.93,13.1,174.0,0.706,4.26
DominicanRepublic,73.1,5759.643,54.7,5.91,13.0,16.0,0.703,4.22
DominicanRepublic,72.7,5451.6696,53.6,6.02,12.9,166.0,0.697,4.6
DominicanRepublic,73.6,4952.67753,52.6,6.05,12.9,157.0,0.695,4.41
DominicanRepublic,73.3,511.37937,51.5,6.12,12.8,161.0,0.692,4.2
DominicanRepublic,72.9,4647.31359,5.4,6.05,12.7,164.0,0.685,4.34
DominicanRepublic,72.3,3836.468771,49.3,6.2,12.6,178.0,0.677,4.34
DominicanRepublic,69.7,3681.5993,48.2,5.71,12.6,28.0,0.668,4.26
DominicanRepublic,69.3,2421.9662,47.2,5.16,12.5,214.0,0.666,4.28
DominicanRepublic,73.0,2372.628827,46.1,6.32,12.4,22.0,0.665,5.53
DominicanRepublic,71.4,38.46578,45.1,6.43,12.3,189.0,0.66,5.79
DominicanRepublic,71.2,2862.154836,44.1,6.13,12.3,188.0,0.656,5.59
DominicanRepublic,72.0,282.4242,43.1,6.58,12.2,176.0,0.651,5.9
Ecuador,76.2,625.62224,54.2,,14.0,118.0,0.739,
Ecuador,76.0,6432.216537,53.5,3.82,14.0,121.0,0.737,9.16
Ecuador,76.0,674.9829,52.8,3.77,13.4,121.0,0.725,7.29
Ecuador,75.5,572.14313,52.1,3.92,13.3,127.0,0.717,6.48
Ecuador,75.3,5223.351763,51.4,3.99,13.2,131.0,0.71,5.92
Ecuador,75.0,4657.32361,5.7,3.95,13.1,134.0,0.703,5.9
Ecuador,75.1,4255.56571,5.0,3.87,13.1,137.0,0.702,5.58
Ecuador,74.6,4274.95265,49.3,3.76,13.0,139.0,0.698,5.66
Ecuador,74.7,359.71886,48.6,3.63,12.9,14.0,0.696,5.94
Ecuador,74.4,335.786541,47.9,3.52,12.8,144.0,0.693,5.86
Ecuador,74.2,321.942547,47.2,3.54,12.8,151.0,0.688,5.87
Ecuador,74.4,278.557892,46.5,3.65,12.7,148.0,0.682,6.22
Ecuador,74.4,244.46898,45.8,3.69,12.6,151.0,0.679,6.46
Ecuador,73.6,2183.966796,45.1,3.88,12.5,157.0,0.675,4.62
Ecuador,73.4,193.741571,44.3,4.13,12.4,158.0,0.67,3.86
Ecuador,72.8,1451.29776,43.6,3.99,12.4,163.0,0.668,3.38
Egypt,79.0,,61.1,,13.1,159.0,0.688,
Egypt,78.0,,6.2,0.21,13.1,161.0,0.686,5.64
Egypt,79.0,,59.4,0.21,12.8,159.0,0.681,5.46
Egypt,72.0,,58.6,0.23,12.4,165.0,0.673,5.29
Egypt,74.0,,57.8,0.22,12.4,168.0,0.671,5.4
Egypt,70.0,,57.0,0.22,12.2,173.0,0.665,4.8
Egypt,69.9,,56.2,0.21,12.0,174.0,0.659,5.1
Egypt,69.8,,55.5,0.24,11.9,172.0,0.651,4.82
Egypt,69.7,,54.8,0.21,11.7,171.0,0.644,4.95
Egypt,69.5,,54.2,0.18,11.5,175.0,0.636,5.24
Egypt,69.4,,53.5,0.16,11.4,174.0,0.629,5.6
Egypt,69.0,,52.9,0.16,11.2,176.0,0.623,5.21
Egypt,68.6,,52.3,0.15,11.3,178.0,0.621,5.41
Egypt,68.7,,51.8,0.15,11.2,177.0,0.617,5.97
Egypt,68.6,,51.2,0.14,11.1,177.0,0.612,5.75
Egypt,68.8,,5.7,0.14,11.0,171.0,0.606,5.55
ElSalvador,73.5,4127.11775,56.1,,13.2,178.0,0.678,
ElSalvador,73.3,3988.771871,55.4,2.52,13.2,181.0,0.676,6.77
ElSalvador,73.0,3895.664491,54.7,2.42,13.2,184.0,0.675,6.95
ElSalvador,73.0,3827.786267,54.1,2.48,13.2,181.0,0.67,6.7
ElSalvador,72.0,3736.58713,53.4,2.37,13.0,197.0,0.666,6.81
ElSalvador,72.0,3474.392445,52.8,2.36,12.9,191.0,0.662,6.91
ElSalvador,71.4,3366.482133,52.1,2.55,12.8,23.0,0.662,6.83
ElSalvador,71.7,357.347674,51.4,2.68,13.4,194.0,0.659,6.21
ElSalvador,71.2,334.83817,5.8,2.83,12.9,23.0,0.657,6.32
ElSalvador,75.0,362.951768,5.1,2.77,12.9,211.0,0.651,6.68
ElSalvador,71.0,2835.281237,49.4,2.77,12.7,213.0,0.644,7.19
ElSalvador,70.0,2632.79942,48.6,2.9,12.4,215.0,0.636,7.3
ElSalvador,69.9,2519.737387,47.8,3.1,12.0,29.0,0.628,7.61
ElSalvador,73.0,248.4125,47.0,2.97,11.8,24.0,0.621,7.9
ElSalvador,68.9,2338.772244,46.2,2.88,11.6,219.0,0.615,8.2
ElSalvador,69.0,2238.4116,45.3,2.79,11.3,218.0,0.607,8.17
EquatorialGuinea,58.2,1347.31257,24.5,,9.2,32.0,0.582,
EquatorialGuinea,57.9,192.59733,24.0,0.01,9.2,32.0,0.582,3.8
EquatorialGuinea,57.4,2246.9938,23.5,10.72,9.2,327.0,0.586,3.73
EquatorialGuinea,56.7,21557.6528,23.0,11.89,9.2,337.0,0.583,4.0
EquatorialGuinea,56.2,21451.88617,22.6,10.99,9.2,344.0,0.58,3.29
EquatorialGuinea,56.1,17136.44568,22.1,9.93,9.2,339.0,0.589,3.84
EquatorialGuinea,55.7,1653.2937,21.7,7.97,9.1,34.0,0.59,5.32
EquatorialGuinea,55.4,22742.38159,21.3,8.34,9.1,338.0,0.592,2.31
EquatorialGuinea,55.0,15761.83913,2.9,6.86,9.0,339.0,0.587,2.25
EquatorialGuinea,54.8,12732.2759,2.5,7.28,9.0,337.0,0.569,2.13
EquatorialGuinea,54.4,185.63334,2.2,7.19,8.7,337.0,0.563,1.63
EquatorialGuinea,54.1,685.34897,19.8,6.28,8.5,336.0,0.553,2.4
EquatorialGuinea,53.8,3577.176197,19.5,7.13,8.4,334.0,0.554,2.23
EquatorialGuinea,53.5,2711.17114,19.1,6.01,8.2,334.0,0.542,2.5
EquatorialGuinea,53.1,2283.87939,18.7,5.07,8.0,334.0,0.527,1.78
EquatorialGuinea,52.7,172.68491,18.3,4.46,0.0,336.0,0.0,2.73
Eritrea,64.7,,18.6,,5.0,255.0,0.418,
Eritrea,64.4,,18.0,0.01,5.0,261.0,0.416,3.34
Eritrea,64.0,,17.5,0.01,5.0,266.0,0.414,3.1
Eritrea,63.6,,17.0,0.01,5.0,274.0,0.41,2.98
Eritrea,62.9,582.775532,16.5,0.62,5.0,286.0,0.405,3.6
Eritrea,62.1,482.14994,16.0,0.61,5.1,298.0,0.404,3.24
Eritrea,61.4,43.7544499,15.5,0.63,5.2,311.0,0.402,3.3
Eritrea,67.0,326.825642,15.1,0.49,5.2,322.0,0.406,3.69
Eritrea,62.0,317.3294336,14.7,1.23,5.3,329.0,0.405,3.29
Eritrea,59.7,297.828588,14.3,0.97,5.3,336.0,0.405,3.3
Eritrea,59.4,276.75896,13.9,1.07,5.4,34.0,0.0,2.97
Eritrea,59.1,287.4222243,13.6,0.64,5.0,342.0,0.0,3.14
Eritrea,58.8,232.7945459,13.3,0.56,4.7,343.0,0.0,3.5
Eritrea,58.5,21.7687981,13.1,0.83,4.4,343.0,0.0,4.2
Eritrea,58.1,215.139213,12.8,0.61,4.3,345.0,0.0,3.95
Eritrea,45.3,28.1969487,12.6,0.83,3.9,593.0,0.0,4.43
Estonia,77.6,1774.9291,59.9,,16.5,119.0,0.863,
Estonia,77.3,19941.45532,59.4,0.01,16.5,122.0,0.86,6.38
Estonia,76.9,1929.7746,59.0,0.01,16.5,127.0,0.856,6.48
Estonia,76.3,17421.8922,58.5,0.01,16.5,135.0,0.85,6.36
Estonia,76.1,17454.84342,58.0,0.01,16.4,138.0,0.838,5.83
Estonia,75.6,14638.6482,57.6,14.97,16.2,137.0,0.833,6.25
Estonia,74.9,14726.31828,57.1,15.04,16.1,156.0,0.836,6.93
Estonia,74.2,1894.5485,56.7,16.99,16.1,167.0,0.835,6.6
Estonia,73.0,16586.452,56.3,17.87,16.1,189.0,0.829,5.16
Estonia,73.0,12595.4165,55.9,16.58,16.1,188.0,0.822,5.1
Estonia,72.8,1338.31322,55.5,15.52,15.9,189.0,0.812,5.2
Estonia,72.3,885.465115,55.2,15.07,15.7,195.0,0.805,5.13
Estonia,71.9,7174.237415,54.9,11.64,15.6,199.0,0.798,4.92
Estonia,71.2,538.347781,54.6,11.48,15.4,211.0,0.791,4.84
Estonia,78.0,4498.95727,54.3,0.01,15.0,225.0,0.781,4.85
Estonia,78.0,47.32827,54.0,0.01,14.4,218.0,0.764,5.28
Ethiopia,64.8,645.4637627,17.6,,8.4,225.0,0.441,
Ethiopia,64.2,571.1622759,17.2,0.01,8.4,234.0,0.435,4.88
Ethiopia,63.7,52.1535887,16.8,1.86,8.4,237.0,0.427,5.19
Ethiopia,63.3,468.567249,16.4,1.84,8.4,241.0,0.422,5.77
Ethiopia,62.6,354.8463544,16.0,1.32,8.2,249.0,0.411,6.55
Ethiopia,61.8,341.39992,15.6,1.34,8.1,261.0,0.401,6.86
Ethiopia,68.0,379.7566385,15.3,1.17,8.1,274.0,0.393,4.41
Ethiopia,59.8,325.3825543,14.9,1.13,7.6,289.0,0.378,4.28
Ethiopia,58.5,243.326822,14.5,1.06,7.1,39.0,0.362,4.69
Ethiopia,57.2,193.794956,14.2,1.22,6.6,328.0,0.346,4.47
Ethiopia,56.0,161.6266248,13.8,0.99,5.8,343.0,0.325,4.2
Ethiopia,55.0,135.7623858,13.5,0.86,5.4,354.0,0.31,4.23
Ethiopia,54.0,118.8734466,13.2,0.79,5.2,363.0,0.306,4.64
Ethiopia,53.2,111.3634356,12.9,0.8,4.9,369.0,0.298,4.73
Ethiopia,52.5,12.1789279,12.6,0.85,4.3,372.0,0.283,4.26
Ethiopia,51.2,123.876257,12.3,0.88,3.9,391.0,0.0,4.36
Fiji,69.9,4921.89629,62.7,,15.3,188.0,0.734,
Fiji,69.7,546.3728,61.9,0.01,15.2,19.0,0.727,4.49
Fiji,69.6,4763.68956,61.1,0.01,15.0,192.0,0.719,4.26
Fiji,69.4,4546.73854,6.2,0.01,14.9,195.0,0.714,4.16
Fiji,69.2,4353.121392,59.5,0.01,14.7,197.0,0.709,4.6
Fiji,69.1,3651.966784,58.7,2.25,14.6,2.0,0.706,4.23
Fiji,68.9,3369.48247,58.0,2.31,14.5,23.0,0.704,4.26
Fiji,68.7,4177.657789,57.3,1.95,14.3,26.0,0.7,3.68
Fiji,68.6,478.82327,56.6,2.09,14.2,29.0,0.698,3.74
Fiji,68.5,3749.939813,55.9,2.06,14.0,211.0,0.695,3.84
Fiji,68.3,3658.63832,55.1,2.02,13.9,214.0,0.699,3.61
Fiji,68.1,3332.918533,54.2,1.63,13.4,218.0,0.691,3.61
Fiji,68.0,2835.973972,53.2,1.76,13.3,22.0,0.689,3.35
Fiji,67.9,2259.55796,52.2,1.85,13.3,22.0,0.687,3.48
Fiji,67.8,238.891729,51.2,1.93,13.2,221.0,0.683,3.28
Fiji,67.7,276.1338,5.2,2.05,13.1,221.0,0.681,3.87
Finland,81.1,4245.39744,62.1,,17.0,76.0,0.893,
Finland,89.0,49914.61864,61.7,8.8,17.0,78.0,0.89,9.68
Finland,87.0,49638.7713,61.4,8.97,17.0,79.0,0.887,9.55
Finland,84.0,47415.55987,61.0,9.24,17.0,82.0,0.884,9.3
Finland,83.0,579.72415,6.6,9.81,16.9,86.0,0.878,9.1
Finland,79.9,4622.41516,6.2,9.72,16.8,89.0,0.874,9.5
Finland,79.7,4717.15571,59.8,9.96,17.0,91.0,0.878,9.2
Finland,79.6,5341.31487,59.4,10.26,17.1,94.0,0.876,8.35
Finland,79.3,48288.5491,59.0,10.45,17.2,96.0,0.873,8.9
Finland,79.2,4112.67651,58.6,10.15,17.2,96.0,0.869,8.38
Finland,78.9,38969.17163,58.1,9.95,17.1,11.0,0.864,8.43
Finland,78.7,37636.11173,57.6,9.89,18.3,12.0,0.869,8.21
Finland,78.4,32816.1688,57.1,9.31,18.1,98.0,0.866,8.15
Finland,78.1,26834.2625,56.6,9.25,18.0,98.0,0.863,7.81
Finland,78.0,24913.24452,56.1,8.94,17.7,1.0,0.856,7.43
Finland,77.5,24253.2542,55.5,8.59,17.3,15.0,0.847,7.22
France,82.4,36526.7711,62.5,,16.3,78.0,0.894,
France,82.2,42955.24287,62.0,11.5,16.2,79.0,0.89,11.54
France,82.0,42554.1225,61.6,11.1,16.2,81.0,0.887,11.56
France,81.5,4838.2444,61.1,11.5,16.1,83.0,0.885,11.44
France,81.7,4381.288,6.6,11.8,16.1,83.0,0.882,11.33
France,81.3,473.34279,6.1,11.7,16.0,86.0,0.879,11.2
France,81.1,41631.13141,59.6,11.8,16.0,88.0,0.879,11.28
France,89.0,45413.6571,59.1,11.9,16.1,88.0,0.877,1.57
France,89.0,416.58397,58.6,12.2,16.1,89.0,0.873,1.45
France,86.0,36544.5853,58.0,12.4,16.1,92.0,0.87,1.53
France,81.0,34879.72633,57.5,12.2,15.5,93.0,0.86,1.6
France,82.0,33874.74255,57.0,13.18,15.5,94.0,0.857,1.53
France,79.3,29691.18158,56.4,13.49,15.4,99.0,0.852,1.43
France,79.2,24275.2426,55.8,13.78,15.5,11.0,0.851,1.22
France,79.0,22527.31775,55.2,13.89,15.6,13.0,0.849,9.89
France,78.8,22465.64184,54.6,13.63,15.7,13.0,0.844,9.77
Gabon,66.0,7388.984144,36.3,,12.6,229.0,0.694,
Gabon,65.5,9692.163874,35.8,0.01,12.6,237.0,0.687,3.44
Gabon,64.6,9679.742995,35.2,8.86,12.5,255.0,0.678,3.98
Gabon,63.5,9774.18117,34.6,8.3,12.5,276.0,0.669,3.13
Gabon,62.8,1716.2258,34.1,8.9,12.5,289.0,0.664,3.12
Gabon,62.3,8754.113376,33.5,8.85,12.5,294.0,0.66,3.41
Gabon,61.7,763.66223,33.0,8.64,12.4,31.0,0.652,3.43
Gabon,61.6,194.2746,32.4,8.75,12.4,298.0,0.651,2.54
Gabon,61.6,8352.81711,31.9,9.02,12.4,291.0,0.645,2.86
Gabon,61.4,727.777345,31.4,8.01,12.4,288.0,0.646,2.88
Gabon,65.0,6741.293948,3.8,7.72,12.4,37.0,0.64,2.76
Gabon,59.7,5685.577736,3.3,8.13,12.3,322.0,0.64,3.26
Gabon,59.7,4892.11618,29.8,6.47,12.3,32.0,0.638,3.48
Gabon,59.7,412.55271,29.2,8.34,12.3,315.0,0.636,3.22
Gabon,59.8,3976.14887,28.7,9.29,12.3,37.0,0.633,3.23
Gabon,61.0,4116.46693,28.1,8.87,12.2,296.0,0.637,2.89
Gambia,61.1,,27.3,,8.9,262.0,0.45,
Gambia,68.0,,26.7,0.01,8.9,266.0,0.449,7.34
Gambia,66.0,,26.0,0.01,8.9,266.0,0.445,6.49
Gambia,62.0,,25.4,0.01,8.8,269.0,0.44,6.12
Gambia,59.8,,24.8,3.41,8.7,277.0,0.441,6.24
Gambia,59.3,,24.1,3.48,8.8,284.0,0.439,5.75
Gambia,59.0,,23.5,2.99,8.9,286.0,0.434,5.85
Gambia,58.7,,22.8,2.79,8.6,287.0,0.426,5.95
Gambia,58.5,,22.2,2.64,8.4,288.0,0.42,5.76
Gambia,58.2,,21.5,2.93,8.1,288.0,0.415,5.52
Gambia,57.7,,2.9,2.26,7.8,294.0,0.412,4.97
Gambia,57.3,,2.3,2.51,7.6,296.0,0.404,4.35
Gambia,57.0,,19.7,2.47,7.3,297.0,0.395,4.22
Gambia,56.6,,19.1,2.08,7.0,298.0,0.392,3.75
Gambia,56.3,,18.5,2.25,6.8,3.0,0.384,3.71
Gambia,55.9,,18.0,2.18,6.5,33.0,0.377,3.61
Georgia,74.4,3764.64912,56.2,,13.9,129.0,0.768,
Georgia,74.5,4429.6575,55.3,6.13,13.5,125.0,0.759,7.42
Georgia,74.5,4274.376857,54.4,5.91,13.5,128.0,0.755,7.25
Georgia,74.2,4142.869175,53.6,7.71,13.4,13.0,0.749,8.57
Georgia,73.9,3725.63221,52.8,8.14,13.3,127.0,0.742,9.38
Georgia,73.8,2964.47734,52.0,7.24,13.3,132.0,0.738,1.5
Georgia,73.2,276.588512,51.3,6.66,12.8,133.0,0.734,1.19
Georgia,73.9,3174.9491,5.5,7.17,13.1,128.0,0.735,8.99
Georgia,74.4,2492.12878,49.9,8.65,12.5,12.0,0.722,8.17
Georgia,73.9,1872.68416,49.2,6.18,12.6,126.0,0.714,8.39
Georgia,73.9,153.57521,48.6,4.7,12.2,128.0,0.703,8.6
Georgia,72.3,127.367228,48.1,3.74,12.0,134.0,0.694,8.53
Georgia,72.7,928.18227,47.5,3.36,11.8,132.0,0.684,8.49
Georgia,71.7,779.3845935,47.0,2.72,11.8,142.0,0.677,8.72
Georgia,73.0,733.974142,46.5,2.76,11.7,121.0,0.673,7.82
Georgia,71.8,691.997711,46.0,3.28,11.4,129.0,0.0,6.94
Germany,81.0,41176.88158,62.3,,17.1,68.0,0.924,
Germany,89.0,4792.65288,61.9,11.03,17.0,69.0,0.92,11.3
Germany,86.0,4653.91143,61.4,10.94,16.9,71.0,0.919,11.16
Germany,86.0,4465.24891,6.9,11.18,16.9,71.0,0.916,1.99
Germany,85.0,4681.32796,6.4,11.2,16.8,74.0,0.912,1.93
Germany,81.0,41785.55691,59.9,11.2,16.7,76.0,0.907,11.25
Germany,80.0,41732.7725,59.5,11.22,16.7,79.0,0.906,11.4
Germany,79.9,45699.19832,59.0,11.36,16.6,8.0,0.903,1.39
Germany,79.8,41814.8191,58.5,11.5,16.6,82.0,0.898,1.18
Germany,79.6,36447.87232,58.0,11.76,16.5,84.0,0.892,1.34
Germany,79.2,34696.6292,57.6,11.67,16.4,85.0,0.884,1.52
Germany,79.1,34165.9343,57.1,11.83,16.4,86.0,0.877,1.37
Germany,78.5,3359.95215,56.6,11.92,16.3,9.0,0.872,1.62
Germany,78.4,2525.16445,56.1,12.25,16.3,91.0,0.867,1.4
Germany,78.3,23687.31689,55.6,12.46,16.2,92.0,0.86,1.15
Germany,78.0,23718.7467,55.1,12.91,16.2,95.0,0.855,1.1
Ghana,62.4,1361.11395,28.6,,11.4,249.0,0.575,
Ghana,62.1,1432.227943,28.0,0.01,11.7,253.0,0.576,3.56
Ghana,61.9,1814.492297,27.3,0.01,11.5,254.0,0.57,4.63
Ghana,61.6,1629.8222,26.7,0.01,11.2,257.0,0.563,4.79
Ghana,61.2,1574.978653,26.1,1.64,10.9,263.0,0.554,4.81
Ghana,69.0,1312.67557,25.5,1.69,10.5,267.0,0.547,5.33
Ghana,66.0,186.76538,24.9,1.76,10.4,271.0,0.542,5.17
Ghana,63.0,1224.41554,24.2,1.78,9.8,275.0,0.53,4.85
Ghana,59.9,19.686718,23.6,1.25,9.1,28.0,0.519,5.3
Ghana,59.4,922.9351677,23.0,1.7,8.7,288.0,0.51,4.64
Ghana,58.9,498.172394,22.4,1.5,8.1,296.0,0.499,4.51
Ghana,58.3,423.1936389,21.8,1.46,7.7,34.0,0.491,3.96
Ghana,57.9,373.2815537,21.2,1.53,7.9,38.0,0.489,3.12
Ghana,57.6,39.484473,2.7,1.6,7.6,31.0,0.484,3.7
Ghana,57.4,273.6596668,2.1,1.49,8.0,39.0,0.485,3.56
Ghana,57.2,263.1124679,19.5,1.6,7.7,38.0,0.48,3.0
Greece,81.0,187.78991,66.5,,17.2,72.0,0.865,
Greece,88.0,21673.7817,66.0,7.53,17.2,73.0,0.862,8.8
Greece,86.0,21874.8195,65.4,7.46,17.1,74.0,0.86,9.26
Greece,84.0,22242.68193,64.9,8.2,16.8,76.0,0.858,9.24
Greece,85.0,25916.29353,64.3,8.02,16.7,76.0,0.86,9.77
Greece,83.0,26917.75898,63.7,9.0,16.4,76.0,0.859,9.18
Greece,80.0,2971.973,63.1,9.08,16.2,78.0,0.857,9.76
Greece,79.9,31997.2821,62.4,9.51,15.9,77.0,0.853,9.76
Greece,79.4,28827.32636,61.8,9.67,16.4,8.0,0.855,9.41
Greece,79.7,2481.15781,61.2,9.42,16.3,77.0,0.85,9.34
Greece,79.3,22551.73574,6.5,9.95,15.6,81.0,0.839,9.36
Greece,79.2,21955.149,59.9,9.56,15.3,81.0,0.83,8.3
Greece,79.1,18477.57841,59.2,9.46,15.2,81.0,0.823,8.61
Greece,79.0,1411.31339,58.6,8.09,14.6,81.0,0.811,8.72
Greece,78.7,12538.17883,58.0,8.62,14.2,83.0,0.801,8.47
Greece,78.2,1242.95373,57.4,8.48,13.9,84.0,0.794,7.6
Grenada,73.6,9212.192824,48.4,,15.8,142.0,0.751,
Grenada,73.5,8569.776998,47.4,8.42,15.8,143.0,0.749,6.1
Grenada,73.3,7955.615985,46.5,8.25,15.8,144.0,0.746,6.15
Grenada,73.1,7583.1872,45.6,8.07,15.8,146.0,0.744,6.36
Grenada,72.9,741.48438,44.7,7.84,15.8,15.0,0.741,6.35
Grenada,72.6,7365.666659,43.9,7.91,15.8,154.0,0.0,6.41
Grenada,72.4,7395.88125,43.1,8.42,15.6,158.0,0.0,6.24
Grenada,72.1,7946.944346,42.4,8.92,15.4,162.0,0.0,5.76
Grenada,71.9,7322.596862,41.8,9.06,15.3,164.0,0.0,5.88
Grenada,71.7,6764.722867,41.1,9.06,15.1,167.0,0.0,5.99
Grenada,71.5,6754.512393,4.5,8.8,14.9,169.0,0.0,5.5
Grenada,73.0,5836.17763,39.9,8.43,14.8,187.0,0.0,5.24
Grenada,71.1,5773.73577,39.4,9.75,14.6,173.0,0.0,5.89
Grenada,79.0,5292.232379,38.8,10.71,14.4,176.0,0.0,6.67
Grenada,77.0,519.958715,38.2,9.61,14.3,178.0,0.0,7.67
Grenada,74.0,5117.589923,37.7,9.4,14.1,182.0,0.0,6.62
Guatemala,71.9,3923.573344,5.6,,10.7,186.0,0.637,
Guatemala,71.7,3687.763767,49.9,1.88,10.7,187.0,0.614,6.2
Guatemala,71.4,3452.828934,49.3,1.93,10.7,189.0,0.611,6.3
Guatemala,71.3,3299.65139,48.6,2.02,10.6,189.0,0.616,6.33
Guatemala,71.1,3187.845296,47.9,2.16,10.5,193.0,0.609,6.28
Guatemala,77.0,2825.5247,47.2,2.14,10.5,196.0,0.602,6.64
Guatemala,76.0,2635.753474,46.5,2.14,10.4,198.0,0.596,6.79
Guatemala,79.0,2794.22189,45.9,2.21,10.4,19.0,0.589,6.65
Guatemala,75.0,2489.955836,45.2,2.4,10.1,192.0,0.578,6.86
Guatemala,69.7,2256.56724,44.5,2.38,9.8,24.0,0.57,7.7
Guatemala,69.2,277.83438,43.8,2.35,9.6,28.0,0.567,6.79
Guatemala,69.6,1872.73783,43.1,2.4,9.3,21.0,0.564,6.77
Guatemala,69.4,1753.349471,42.4,2.45,9.0,24.0,0.56,6.88
Guatemala,69.3,171.771491,41.7,2.41,8.8,21.0,0.553,6.71
Guatemala,68.4,1568.376276,41.1,2.53,8.5,211.0,0.546,6.76
Guatemala,67.7,1655.596261,4.4,2.63,8.2,221.0,0.539,5.25
Guinea,59.0,554.48766,23.3,,8.8,284.0,0.414,
Guinea,58.1,561.997387,22.7,0.01,8.6,299.0,0.412,5.64
Guinea,58.8,54.169324,22.2,0.01,8.5,284.0,0.406,5.49
Guinea,58.4,52.3485646,21.7,0.01,8.5,288.0,0.396,5.39
Guinea,58.1,459.2912,21.2,0.22,8.4,29.0,0.385,4.73
Guinea,57.8,438.7513346,2.8,0.2,8.3,291.0,0.38,4.55
Guinea,57.3,436.6895539,2.3,0.18,8.1,297.0,0.376,3.85
Guinea,56.8,437.4467238,19.8,0.21,7.9,33.0,0.371,3.21
Guinea,56.4,49.456775,19.4,0.19,7.6,36.0,0.364,3.8
