no,who,Newbie,Age,Gender,Household Income,Sexual Preference,Country,Education Attainment,Major Occupation,Marital Status,Years on Internet
11516,id86743,1,39.0,Female,$40-49,Heterosexual,Australia,College,Professional,Married,Under 6 mo
11517,id74500,0,27.0,Female,$10-19,Heterosexual,Washington,College,Computer,Single,4-6 yr
11518,id74507,0,28.0,Male,$50-74,Heterosexual,Germany,Masters,Computer,Married,4-6 yr
11519,id81625,0,41.0,Male,$40-49,Heterosexual,Quebec,Doctoral,Education,Married,Over 7 yr
11520,id72143,0,23.0,Female,$20-29,Heterosexual,Kentucky,College,Education,Married,1-3 yr
11521,id74521,0,40.0,Female,$10-19,Heterosexual,Alberta,High School,Management,Separated,1-3 yr
11522,id76587,0,54.0,Male,$75-99,Gay male,Minnesota,College,Professional,Married,1-3 yr
11523,id74193,0,19.0,Female,Under $10,Heterosexual,Massachusetts,Some College,Education,Single,1-3 yr
11524,id72558,0,18.0,Female,,Heterosexual,Canada & Mexico,Some College,Education,Single,1-3 yr
11525,id86340,0,27.0,Female,$75-99,Bisexual,California,Masters,Computer,Other,Over 7 yr
11526,id87469,0,31.0,Male,,,Australia,College,Computer,,1-3 yr
11527,id74084,1,26.0,Female,$50-74,Heterosexual,Quebec,College,Management,Other,6-12 mo
11528,id74800,1,60.0,Female,$20-29,Heterosexual,California,High School,Other,Divorced,Under 6 mo
11529,id58446,0,48.0,Male,$10-19,Heterosexual,Colorado,Some College,Other,Divorced,4-6 yr
11530,id75430,0,39.0,Male,,Heterosexual,Washington,College,Computer,Married,1-3 yr
11531,id81497,0,22.0,Male,$20-29,Heterosexual,North Carolina,College,Professional,Single,4-6 yr
11532,id80180,0,29.0,Male,$10-19,Heterosexual,California,Some College,Other,Single,1-3 yr
11533,id74524,0,24.0,Female,$40-49,Heterosexual,Canada & Mexico,College,Professional,Single,1-3 yr
11534,id71536,0,62.0,Male,$30-39,Heterosexual,New York,High School,Other,Married,1-3 yr
11535,id75875,0,28.0,Male,$10-19,Heterosexual,Australia,Some College,Computer,Other,1-3 yr
11536,id82272,0,26.0,Male,$50-74,,Italy,College,Computer,Other,4-6 yr
11537,id88354,0,38.0,Male,Over $100,Heterosexual,Australia,Masters,Computer,Single,4-6 yr
11538,id78378,0,20.0,Male,Over $100,Heterosexual,Idaho,Some College,Education,Single,1-3 yr
11539,id80031,0,35.0,Male,$10-19,Heterosexual,British Columbia,College,Other,Married,1-3 yr
11540,id84835,1,25.0,Male,$30-39,Heterosexual,United Kingdom,Some College,Computer,Married,6-12 mo
11541,id84838,0,33.0,Female,$50-74,Heterosexual,Hawaii,Masters,Computer,Other,1-3 yr
11542,id71427,1,46.0,Male,$50-74,Heterosexual,Ontario,High School,Other,Married,Under 6 mo
11543,id74789,1,20.0,Male,Over $100,Heterosexual,New Jersey,Some College,Education,Other,6-12 mo
11544,id74323,0,22.0,Male,Under $10,Heterosexual,Utah,Some College,Education,Single,4-6 yr
11545,id84510,0,39.0,Female,$20-29,Heterosexual,Colorado,College,Other,Married,1-3 yr
11546,id85221,0,36.0,Male,$50-74,Heterosexual,Massachusetts,College,Computer,Married,4-6 yr
11547,id86035,0,35.0,Female,$30-39,Heterosexual,Georgia,Some College,Other,Single,4-6 yr
11548,id86339,1,46.0,Female,$30-39,Heterosexual,New York,Some College,Management,Divorced,6-12 mo
11549,id89116,0,50.0,Male,$50-74,Heterosexual,Kansas,College,Professional,Married,4-6 yr
11550,id89118,0,21.0,Male,$75-99,Heterosexual,California,Some College,Education,Single,4-6 yr
11551,id74807,0,56.0,Female,,Heterosexual,Ontario,Some College,Management,Married,1-3 yr
11552,id77159,0,54.0,Male,$75-99,Heterosexual,Texas,Some College,Other,Married,4-6 yr
11553,id82536,0,20.0,Male,$20-29,,Louisiana,Some College,Education,Single,1-3 yr
11554,id74532,0,36.0,Female,$30-39,Heterosexual,Georgia,College,Computer,Single,1-3 yr
11555,id74708,1,35.0,Male,Over $100,Heterosexual,Colorado,Special,Computer,Married,6-12 mo
11556,id74808,0,27.0,Female,$40-49,Lesbian,Massachusetts,College,Computer,Single,Over 7 yr
11557,id76212,0,59.0,Male,$75-99,Heterosexual,Massachusetts,College,Computer,Married,4-6 yr
11558,id78847,0,19.0,Male,Under $10,Heterosexual,California,Special,Education,Single,4-6 yr
11559,id74809,1,28.0,Female,$40-49,Heterosexual,New Jersey,Some College,Computer,Other,6-12 mo
11560,id78395,0,20.0,Male,$10-19,Heterosexual,Vermont,Some College,Professional,Single,Over 7 yr
11561,id78659,0,40.0,Female,Over $100,Heterosexual,Texas,College,Computer,Married,1-3 yr
11562,id80769,0,29.0,Male,$40-49,Heterosexual,Washington,College,Professional,Married,1-3 yr
11563,id82723,0,47.0,Male,$75-99,Heterosexual,New Jersey,Masters,Professional,Single,1-3 yr
11564,id74557,0,21.0,Male,Over $100,Heterosexual,South Carolina,Some College,Education,Single,4-6 yr
11565,id74561,0,27.0,Male,$75-99,Heterosexual,Illinois,Some College,Computer,Married,4-6 yr
11566,id74972,0,62.0,Female,$75-99,Heterosexual,Hawaii,Other,Professional,Married,1-3 yr
11567,id79535,0,54.0,Male,$40-49,Heterosexual,Ontario,High School,Other,Married,1-3 yr
11568,id71434,0,56.0,Male,$50-74,Gay male,Georgia,Masters,Education,Other,Over 7 yr
11569,id74571,0,19.0,Male,$30-39,Heterosexual,Rhode Island,Some College,Education,Single,1-3 yr
11570,id74974,0,36.0,Male,Over $100,Heterosexual,Florida,Professional,Professional,Married,1-3 yr
11571,id75893,1,37.0,Male,$30-39,Heterosexual,Japan,College,Other,Single,6-12 mo
11572,id82225,0,26.0,Male,,Heterosexual,Finland,Masters,Education,Single,4-6 yr
11573,id74985,0,30.0,Female,$40-49,Heterosexual,Ohio,Masters,Education,Married,1-3 yr
11574,id80767,0,25.0,Female,$10-19,Heterosexual,California,Some College,Professional,Single,Over 7 yr
11575,id84934,0,,Male,,,Indiana,Some College,Other,,1-3 yr
11576,id80458,0,41.0,Female,$75-99,Heterosexual,Texas,College,Education,Married,1-3 yr
11577,id88091,0,21.0,Male,,Heterosexual,British Columbia,Some College,Computer,Single,4-6 yr
11578,id74658,1,35.0,Female,$30-39,Heterosexual,Hawaii,Professional,Professional,Single,Under 6 mo
11579,id80770,0,32.0,Female,Under $10,Heterosexual,Oregon,Masters,Other,Married,1-3 yr
11580,id85989,0,44.0,Male,$50-74,Gay male,Connecticut,College,Professional,Single,1-3 yr
11581,id74663,1,13.0,Female,$40-49,Heterosexual,Kentucky,Grammar,Education,Single,Under 6 mo
11582,id87561,0,27.0,Female,$75-99,Heterosexual,Ontario,College,Other,Other,1-3 yr
11583,id88093,0,30.0,Female,,Heterosexual,Pennsylvania,College,Computer,Other,1-3 yr
11584,id73503,0,27.0,Male,$50-74,Heterosexual,Virginia,College,Computer,Married,4-6 yr
11585,id74690,1,58.0,Female,,Heterosexual,Florida,Other,Other,,6-12 mo
11586,id75564,0,29.0,Male,$75-99,Gay male,Texas,Some College,Computer,Other,1-3 yr
11587,id79210,0,38.0,Male,Over $100,Heterosexual,California,Masters,Computer,Married,Over 7 yr
11588,id82622,1,18.0,Male,Under $10,,Massachusetts,Some College,Education,Single,Under 6 mo
11589,id74820,1,43.0,Female,,Heterosexual,Illinois,Some College,Management,Married,Under 6 mo
11590,id75000,1,41.0,Male,$10-19,Heterosexual,California,Special,Other,Married,Under 6 mo
11591,id81099,0,32.0,Male,Over $100,Gay male,California,Masters,Computer,Single,Over 7 yr
11592,id82367,0,21.0,Male,$75-99,Heterosexual,Texas,College,Education,Single,4-6 yr
11593,id80342,0,62.0,Male,,Gay male,California,Doctoral,Education,Single,1-3 yr
11594,id82963,0,18.0,Female,Over $100,Heterosexual,Georgia,High School,Education,Single,1-3 yr
11595,id85314,1,59.0,Male,$50-74,Heterosexual,British Columbia,College,Professional,Married,6-12 mo
11596,id86884,1,28.0,Female,,Heterosexual,Texas,Some College,Other,Single,6-12 mo
11597,id88655,1,37.0,Male,Over $100,Heterosexual,Massachusetts,Masters,Other,Married,6-12 mo
11598,id77587,1,57.0,Male,Over $100,Heterosexual,California,Masters,Management,Married,6-12 mo
11599,id73917,0,,Male,Over $100,Heterosexual,Massachusetts,Some College,Computer,Married,Over 7 yr
11600,id78836,0,26.0,Male,Over $100,Heterosexual,California,College,Professional,Married,1-3 yr
11601,id82956,0,38.0,Male,$50-74,Heterosexual,Australia,College,Computer,Married,Over 7 yr
11602,id86750,0,31.0,Female,$50-74,Heterosexual,Quebec,College,Computer,Other,1-3 yr
11603,id72470,0,37.0,Male,$30-39,Heterosexual,Arizona,Some College,Professional,Married,Over 7 yr
11604,id74597,0,28.0,Male,$30-39,Heterosexual,South Korea,College,Computer,Married,Over 7 yr
11605,id83098,0,19.0,Male,$50-74,Heterosexual,California,High School,Education,Single,4-6 yr
11606,id84903,0,23.0,Male,$30-39,Heterosexual,Ohio,College,Computer,Married,4-6 yr
11607,id88095,0,30.0,Male,$10-19,Heterosexual,Netherlands,Masters,Professional,Single,Over 7 yr
11608,id79475,0,33.0,Male,$10-19,Heterosexual,United Kingdom,Masters,Education,Single,1-3 yr
11609,id71442,1,51.0,Male,$50-74,Heterosexual,Alaska,Masters,Professional,Married,Under 6 mo
11610,id75011,1,36.0,Male,$50-74,,Pennsylvania,High School,Other,Married,Under 6 mo
11611,id77614,0,21.0,Male,,Heterosexual,Tennessee,Some College,Education,Single,1-3 yr
11612,id83984,0,35.0,Male,$50-74,Heterosexual,Georgia,Special,Other,Married,4-6 yr
11613,id40240,0,28.0,Male,$40-49,Heterosexual,Louisiana,Some College,Computer,Single,4-6 yr
11614,id85285,0,30.0,Female,$75-99,Heterosexual,Illinois,Masters,Professional,Married,1-3 yr
11615,id87569,1,54.0,Male,$30-39,Heterosexual,Ontario,Some College,Other,Married,Under 6 mo
11616,id72562,0,32.0,Male,$50-74,Heterosexual,Illinois,College,Computer,Divorced,4-6 yr
11617,id86886,1,23.0,Female,,Heterosexual,Nebraska,College,Education,Single,6-12 mo
11618,id83128,0,25.0,Male,$20-29,Heterosexual,California,College,Computer,Single,1-3 yr
11619,id74002,1,43.0,Female,$50-74,Heterosexual,Georgia,Some College,Other,Married,Under 6 mo
11620,id74489,0,47.0,Male,$50-74,Heterosexual,Alabama,College,Computer,Divorced,1-3 yr
11621,id82965,0,24.0,Male,$30-39,Heterosexual,Florida,Some College,Computer,Other,1-3 yr
11622,id71456,1,38.0,Male,$20-29,Heterosexual,Indiana,Some College,Management,Married,Under 6 mo
11623,id79967,0,19.0,Male,,,Vermont,Some College,Education,Single,1-3 yr
11624,id84742,1,51.0,Female,$40-49,Heterosexual,New York,Some College,Professional,Married,Under 6 mo
11625,id86756,0,36.0,Male,$40-49,Heterosexual,Florida,College,Computer,Married,1-3 yr
11626,id86757,0,52.0,Male,Over $100,Heterosexual,South Carolina,Professional,Professional,Divorced,1-3 yr
11627,id89121,1,53.0,Male,$30-39,Heterosexual,Quebec,High School,Other,Divorced,6-12 mo
11628,id73175,0,33.0,Male,$50-74,Heterosexual,Japan,College,Professional,Single,1-3 yr
11629,id74727,1,20.0,Female,$20-29,Heterosexual,California,Some College,Computer,Single,Under 6 mo
11630,id86758,0,34.0,Male,$50-74,Heterosexual,California,College,Computer,Single,Over 7 yr
11631,id86760,0,31.0,Male,,Heterosexual,Michigan,Masters,Education,Married,1-3 yr
11632,id74736,1,13.0,Male,,,Norway,Grammar,Education,Single,6-12 mo
11633,id74737,0,31.0,Female,$20-29,Heterosexual,Massachusetts,Some College,Computer,Single,1-3 yr
11634,id75026,1,51.0,Male,Over $100,Heterosexual,Illinois,Some College,Management,Married,Under 6 mo
11635,id79468,0,19.0,Female,$50-74,Heterosexual,Indiana,Some College,Education,Single,4-6 yr
11636,id86098,1,53.0,Female,$40-49,Heterosexual,Virginia,Some College,Other,Married,Under 6 mo
11637,id88097,1,35.0,Male,$40-49,Heterosexual,Indiana,High School,Management,Married,6-12 mo
11638,id71461,1,59.0,Male,$50-74,Heterosexual,Oklahoma,Professional,Professional,Married,Under 6 mo
11639,id79388,0,43.0,Male,Over $100,Heterosexual,Massachusetts,College,Computer,Married,1-3 yr
11640,id88214,0,31.0,Male,$50-74,Heterosexual,Georgia,College,Professional,Married,1-3 yr
11641,id86769,0,26.0,Female,$20-29,Heterosexual,West Virginia,Some College,Professional,Other,1-3 yr
11642,id72346,1,55.0,Male,Over $100,Heterosexual,California,Some College,Other,Married,6-12 mo
11643,id78696,0,50.0,Female,$50-74,Heterosexual,New Jersey,Some College,Other,Married,1-3 yr
11644,id80774,1,42.0,Female,$50-74,Heterosexual,Alaska,Special,Other,Other,Under 6 mo
11645,id73094,1,23.0,Male,$40-49,Heterosexual,Kansas,Some College,Management,Married,Under 6 mo
11646,id81198,0,29.0,Male,$10-19,Heterosexual,Idaho,Masters,Education,Single,1-3 yr
11647,id83697,0,28.0,Male,$40-49,Heterosexual,Minnesota,Masters,Computer,Single,Over 7 yr
11648,id89280,0,47.0,Male,$75-99,Heterosexual,Georgia,Masters,Computer,Married,4-6 yr
11649,id89433,0,29.0,Male,$50-74,Heterosexual,California,Some College,Professional,Married,1-3 yr
11650,id89973,0,32.0,Male,$30-39,Heterosexual,Germany,Other,Computer,Other,1-3 yr
11651,id81657,0,29.0,Male,$75-99,Heterosexual,North Carolina,College,Computer,Married,1-3 yr
11652,id86744,0,23.0,Female,$10-19,Heterosexual,Michigan,Some College,Education,Married,1-3 yr
11653,id72532,1,47.0,Male,$30-39,Heterosexual,United Kingdom,Special,Professional,Married,Under 6 mo
11654,id75031,1,29.0,Female,$20-29,Heterosexual,California,College,Professional,Single,Under 6 mo
11655,id78786,0,25.0,Male,Over $100,Heterosexual,Washington,Some College,Education,Single,1-3 yr
11656,id74539,1,38.0,Female,$50-74,Heterosexual,North Carolina,College,Professional,Married,6-12 mo
11657,id75032,1,54.0,Female,Over $100,Heterosexual,Missouri,Masters,Management,Married,6-12 mo
11658,id87980,0,,Male,$50-74,,Illinois,College,Other,Married,4-6 yr
11659,id75041,0,42.0,Female,$50-74,Heterosexual,Rhode Island,Some College,Computer,Divorced,1-3 yr
11660,id76808,0,27.0,Male,$50-74,Heterosexual,Saskatchewan,College,Professional,Single,4-6 yr
11661,id74947,0,28.0,Male,,Gay male,California,Some College,Computer,Single,Over 7 yr
11662,id77472,0,16.0,Male,Over $100,Heterosexual,Texas,High School,Education,Single,1-3 yr
11663,id77752,1,34.0,Female,Over $100,Heterosexual,New York,College,Computer,Married,Under 6 mo
11664,id87947,0,54.0,Male,$75-99,Heterosexual,North Carolina,Some College,Management,Married,4-6 yr
11665,id87039,0,30.0,Male,$40-49,Heterosexual,Washington,College,Management,Single,1-3 yr
11666,id41532,1,47.0,Female,,Heterosexual,Alberta,Some College,Professional,Married,Under 6 mo
11667,id75341,0,45.0,Male,Over $100,Heterosexual,Ontario,High School,Professional,Married,1-3 yr
11668,id75342,0,33.0,Female,$40-49,Heterosexual,Georgia,Masters,Education,Single,1-3 yr
11669,id76163,0,48.0,Male,$75-99,Heterosexual,Louisiana,Doctoral,Professional,Married,4-6 yr
11670,id77330,1,28.0,Female,$20-29,,South Africa,College,Professional,Single,6-12 mo
11671,id77479,0,24.0,Male,$10-19,Bisexual,North Carolina,Some College,Education,Other,1-3 yr
11672,id71521,0,27.0,Female,$20-29,Heterosexual,United Kingdom,Masters,Professional,Single,4-6 yr
11673,id74753,1,39.0,Male,$30-39,Heterosexual,New Jersey,High School,Other,Married,6-12 mo
11674,id75045,1,52.0,Male,$40-49,Heterosexual,Wisconsin,Masters,Education,Widowed,6-12 mo
11675,id71624,0,34.0,Male,$50-74,Bisexual,Georgia,High School,Other,Married,4-6 yr
11676,id73132,0,53.0,Female,$50-74,Heterosexual,Texas,College,Professional,Divorced,1-3 yr
11677,id75047,0,59.0,Female,$75-99,Heterosexual,Michigan,Masters,Education,Married,1-3 yr
11678,id90290,0,28.0,Male,$20-29,Heterosexual,Texas,Some College,Computer,Single,1-3 yr
11679,id82972,1,35.0,Female,$40-49,Heterosexual,Maine,Some College,Professional,Married,Under 6 mo
11680,id74832,1,45.0,Male,$50-74,Heterosexual,Ontario,Other,Management,Married,6-12 mo
11681,id88411,1,25.0,Female,$20-29,Heterosexual,Ohio,College,Professional,Single,6-12 mo
11682,id89801,0,29.0,Male,$30-39,Heterosexual,United Kingdom,College,Computer,Single,4-6 yr
11683,id74848,0,33.0,Female,Over $100,Heterosexual,Michigan,Masters,Management,Married,1-3 yr
11684,id74849,1,30.0,Female,$50-74,Heterosexual,Florida,College,Education,Married,6-12 mo
11685,id82978,1,49.0,Male,$75-99,Heterosexual,Missouri,Masters,Professional,Married,6-12 mo
11686,id72578,0,39.0,Female,$75-99,Heterosexual,Arizona,Some College,Computer,Married,Over 7 yr
11687,id74758,1,36.0,Female,$30-39,Heterosexual,Michigan,High School,Other,Married,Under 6 mo
11688,id80181,0,24.0,Male,,Heterosexual,Israel,College,Computer,Single,1-3 yr
11689,id80608,0,39.0,Male,Over $100,Heterosexual,New Jersey,Some College,Professional,Single,Over 7 yr
11690,id81348,0,38.0,Male,$40-49,Heterosexual,California,College,Computer,Other,4-6 yr
11691,id88215,0,23.0,Male,$30-39,Heterosexual,Virginia,College,Computer,Married,4-6 yr
11692,id88663,0,44.0,Male,$75-99,Heterosexual,Michigan,College,Computer,Married,Over 7 yr
11693,id74320,0,33.0,Male,$10-19,Heterosexual,Alaska,Some College,Education,Married,1-3 yr
11694,id85380,0,30.0,Female,$50-74,Heterosexual,California,Special,Computer,Married,1-3 yr
11695,id77348,0,37.0,Female,Over $100,Heterosexual,Minnesota,College,Computer,Married,1-3 yr
11696,id89860,1,28.0,Female,$50-74,Heterosexual,Wisconsin,College,Professional,Married,Under 6 mo
11697,id71360,0,44.0,Male,Over $100,Heterosexual,Wisconsin,Professional,Professional,Married,Over 7 yr
11698,id74386,1,18.0,Female,,Heterosexual,Alberta,High School,Education,Single,Under 6 mo
11699,id75350,0,56.0,Female,,Heterosexual,North Dakota,Some College,Computer,Married,1-3 yr
11700,id73262,0,28.0,Male,$50-74,Heterosexual,Alabama,Masters,Education,Single,Over 7 yr
11701,id75333,1,54.0,Male,$40-49,Heterosexual,California,Special,Professional,Married,Under 6 mo
11702,id86890,0,36.0,Male,$40-49,Heterosexual,British Columbia,Some College,Professional,Other,1-3 yr
11703,id75051,0,31.0,Male,$50-74,Heterosexual,Iowa,Masters,Professional,Married,1-3 yr
11704,id82889,0,24.0,Male,Over $100,Heterosexual,Illinois,Some College,Computer,Single,1-3 yr
11705,id74748,1,37.0,Male,$75-99,Heterosexual,Denmark,College,Professional,Other,6-12 mo
11706,id82867,0,20.0,Male,Under $10,Heterosexual,Texas,College,Education,Single,1-3 yr
11707,id72531,1,37.0,Female,,Heterosexual,Texas,Some College,Management,Married,Under 6 mo
11708,id74765,0,41.0,Male,,Heterosexual,Ohio,Masters,Management,Married,1-3 yr
11709,id74880,0,53.0,Male,Over $100,Heterosexual,Florida,College,Computer,Married,1-3 yr
11710,id74767,1,68.0,Male,Over $100,Heterosexual,Other,Professional,Other,Married,6-12 mo
11711,id85216,0,37.0,Male,$75-99,Heterosexual,Illinois,Professional,Computer,Married,4-6 yr
11712,id87189,0,43.0,Female,$50-74,Heterosexual,Iceland,Masters,Education,Other,Over 7 yr
11713,id74889,0,48.0,Female,$40-49,Heterosexual,Ohio,Masters,Other,Married,1-3 yr
11714,id76080,1,42.0,Male,$50-74,Heterosexual,Oregon,Some College,Management,Married,Under 6 mo
11715,id79216,0,23.0,Male,$20-29,Heterosexual,New York,Some College,Computer,Single,4-6 yr
11716,id79335,0,19.0,Female,$10-19,Heterosexual,California,Some College,Education,Single,1-3 yr
11717,id86889,0,52.0,Male,$40-49,Heterosexual,Colorado,High School,Computer,Married,4-6 yr
11718,id82981,0,28.0,Male,$50-74,Gay male,California,Some College,Management,Other,1-3 yr
11719,id71476,0,64.0,Female,Over $100,,Indiana,Some College,Management,Widowed,1-3 yr
11720,id71481,0,44.0,Male,$50-74,Heterosexual,Michigan,College,Other,Married,1-3 yr
11721,id49112,0,29.0,Male,$40-49,Heterosexual,California,Some College,Computer,Single,1-3 yr
11722,id87281,0,35.0,Male,$20-29,Heterosexual,Illinois,Some College,Computer,Single,1-3 yr
11723,id74893,1,19.0,Male,,Heterosexual,United Kingdom,Other,Education,Single,Under 6 mo
11724,id86186,1,38.0,Male,$40-49,Heterosexual,Illinois,High School,Other,Married,Under 6 mo
11725,id74908,0,16.0,Male,,na,Oregon,Grammar,Education,Single,1-3 yr
11726,id3900,1,,Male,,Heterosexual,Georgia,College,Management,Married,Under 6 mo
11727,id71496,0,33.0,Female,$50-74,Heterosexual,Texas,Some College,Computer,Married,1-3 yr
11728,id72743,0,31.0,Male,$75-99,Heterosexual,Wisconsin,Special,Computer,Married,1-3 yr
11729,id74509,1,19.0,Male,$50-74,Heterosexual,South Carolina,High School,Education,Single,6-12 mo
11730,id86772,1,33.0,Male,$30-39,Heterosexual,Indiana,Some College,Other,Divorced,6-12 mo
11731,id79113,0,45.0,Male,Over $100,Heterosexual,Nova Scotia,Some College,Management,Married,1-3 yr
11732,id76028,1,58.0,Male,$30-39,Heterosexual,Texas,Some College,Computer,Single,6-12 mo
11733,id88827,0,45.0,Male,$40-49,Heterosexual,California,College,Computer,Married,1-3 yr
11734,id71502,0,42.0,Male,$75-99,Heterosexual,Texas,Some College,Computer,Married,1-3 yr
11735,id57440,1,43.0,Female,,Heterosexual,Nebraska,Special,Other,Single,6-12 mo
11736,id18153,1,53.0,Female,$40-49,Heterosexual,Ohio,Some College,Other,Married,6-12 mo
11737,id75866,1,62.0,Female,$30-39,Heterosexual,Pennsylvania,Some College,Other,Married,Under 6 mo
11738,id89832,0,22.0,Female,$30-39,Heterosexual,British Columbia,Special,Professional,Other,1-3 yr
11739,id77824,0,16.0,Male,$40-49,Heterosexual,Ohio,High School,Education,Single,1-3 yr
11740,id88414,0,42.0,Male,Over $100,Heterosexual,Netherlands,Some College,Professional,Married,1-3 yr
11741,id71506,0,27.0,Female,,Heterosexual,Rhode Island,High School,Professional,Single,1-3 yr
11742,id87034,0,52.0,Male,$75-99,Heterosexual,New Jersey,College,Computer,Married,1-3 yr
11743,id71508,1,16.0,Female,$30-39,Heterosexual,Michigan,Grammar,Education,Single,Under 6 mo
11744,id75360,1,54.0,Male,$20-29,Heterosexual,California,Special,Professional,Single,Under 6 mo
11745,id59209,0,49.0,Male,$50-74,Heterosexual,Iowa,Masters,Education,Married,1-3 yr
11746,id76453,0,49.0,Male,$75-99,Heterosexual,Iowa,Masters,Computer,Married,4-6 yr
11747,id78482,0,26.0,Male,$75-99,Gay male,Maryland,Some College,Management,Single,4-6 yr
11748,id81658,0,49.0,Male,$75-99,Heterosexual,Georgia,Masters,Computer,Single,1-3 yr
11749,id86773,0,27.0,Male,$20-29,Heterosexual,Florida,College,Education,Single,1-3 yr
11750,id88828,1,50.0,Male,Over $100,Heterosexual,Virginia,Masters,Professional,Married,6-12 mo
11751,id71793,0,22.0,Male,Over $100,Bisexual,New Jersey,Some College,Computer,Single,4-6 yr
11752,id86564,0,40.0,Male,Under $10,Heterosexual,Kansas,College,Computer,Divorced,1-3 yr
11753,id73991,0,22.0,Female,$50-74,Heterosexual,New York,College,Other,Other,4-6 yr
11754,id79180,0,34.0,Male,$75-99,Heterosexual,Indiana,Special,Computer,Divorced,1-3 yr
11755,id75069,0,35.0,Male,$50-74,Heterosexual,Sweden,Masters,Education,Other,4-6 yr
11756,id75455,0,16.0,Male,,na,Germany,Grammar,Education,Single,1-3 yr
11757,id84717,0,41.0,Female,$40-49,Heterosexual,Connecticut,Other,Other,Married,1-3 yr
11758,id75456,0,44.0,Male,Over $100,Heterosexual,Canada & Mexico,Masters,Management,Married,1-3 yr
11759,id79803,0,51.0,Male,$50-74,Heterosexual,Ontario,Some College,Computer,Married,1-3 yr
11760,id89029,0,25.0,Male,$40-49,Heterosexual,United Kingdom,College,Computer,Other,1-3 yr
11761,id74793,1,40.0,Female,$75-99,Heterosexual,Oregon,Professional,Professional,Married,Under 6 mo
11762,id75096,1,31.0,Female,$10-19,Heterosexual,Florida,Some College,Professional,Single,6-12 mo
11763,id75102,1,15.0,Male,,Heterosexual,Denmark,Grammar,Computer,Single,Under 6 mo
11764,id75199,0,40.0,Male,$50-74,,Italy,Masters,Professional,Single,1-3 yr
11765,id82541,0,54.0,Female,$30-39,Heterosexual,New Jersey,Some College,Computer,Single,1-3 yr
11766,id75144,0,28.0,Female,$30-39,Heterosexual,Washington,College,Education,Married,1-3 yr
11767,id83992,0,31.0,Female,$20-29,Heterosexual,Oklahoma,Some College,Computer,Married,4-6 yr
11768,id88488,1,45.0,Female,Over $100,Heterosexual,Colorado,College,Management,Married,6-12 mo
11769,id75167,0,20.0,Male,Under $10,Heterosexual,Georgia,Some College,Education,Single,1-3 yr
11770,id75171,0,40.0,Male,$10-19,Heterosexual,North Carolina,Some College,Professional,Single,1-3 yr
11771,id75188,1,27.0,Female,$50-74,Heterosexual,Massachusetts,Some College,Professional,Single,6-12 mo
11772,id74760,0,28.0,Female,$40-49,Heterosexual,Wisconsin,Some College,Other,Married,1-3 yr
11773,id75193,0,44.0,Male,$40-49,Heterosexual,California,Masters,Computer,Divorced,1-3 yr
11774,id80292,0,40.0,Male,$50-74,Heterosexual,Arizona,Some College,Management,Single,1-3 yr
11775,id80930,0,28.0,Female,,Heterosexual,Texas,College,Computer,Other,Over 7 yr
11776,id47560,0,29.0,Male,$75-99,Heterosexual,California,Some College,Management,Married,1-3 yr
11777,id80655,0,21.0,Female,$40-49,Heterosexual,New Jersey,Some College,Computer,Single,1-3 yr
11778,id84628,0,33.0,Male,$40-49,Heterosexual,Costa Rica,Some College,Management,Married,1-3 yr
11779,id34503,0,26.0,Female,$10-19,Heterosexual,Tennessee,Some College,Computer,Single,1-3 yr
11780,id73949,0,69.0,Male,Over $100,Heterosexual,Brazil,Doctoral,Management,Other,1-3 yr
11781,id79399,1,,Male,$30-39,Heterosexual,New Zealand,Other,Professional,Married,6-12 mo
11782,id83273,0,23.0,Female,$20-29,Heterosexual,Wisconsin,College,Professional,Single,4-6 yr
11783,id71464,0,41.0,Male,$75-99,Heterosexual,Singapore,College,Professional,Married,1-3 yr
11784,id73923,0,34.0,Male,$75-99,Heterosexual,California,Masters,Computer,Single,Over 7 yr
11785,id82991,1,47.0,Female,$50-74,Heterosexual,Nevada,College,Professional,Married,Under 6 mo
11786,id83005,0,49.0,Male,$50-74,Heterosexual,Virginia,Masters,Education,Married,4-6 yr
11787,id73219,1,20.0,Female,$40-49,Heterosexual,Maryland,Special,Other,Single,Under 6 mo
11788,id75202,0,14.0,Male,$30-39,Heterosexual,Kentucky,Grammar,Education,Single,1-3 yr
11789,id83006,1,17.0,Male,$40-49,Heterosexual,United Kingdom,Some College,Education,Single,6-12 mo
11790,id87687,0,36.0,Male,$50-74,Heterosexual,California,Some College,Professional,Divorced,1-3 yr
11791,id87793,0,44.0,Male,,Heterosexual,Georgia,Masters,Education,Married,4-6 yr
11792,id73648,0,26.0,Male,$10-19,Heterosexual,Norway,Some College,Education,Single,4-6 yr
11793,id75208,1,18.0,Female,$30-39,Heterosexual,West Virginia,High School,Education,Single,Under 6 mo
11794,id80347,0,29.0,Male,$20-29,Heterosexual,Alberta,College,Computer,Other,1-3 yr
11795,id80348,0,29.0,Male,$50-74,Heterosexual,Colorado,College,Professional,Married,4-6 yr
11796,id80349,0,50.0,Male,$75-99,Heterosexual,Massachusetts,Some College,Other,Married,1-3 yr
11797,id82996,0,24.0,Male,$20-29,Heterosexual,Maryland,College,Management,Single,1-3 yr
11798,id88402,0,25.0,Male,$40-49,Heterosexual,Japan,College,Professional,Married,1-3 yr
